Gene_ID,AJ1,AJ2,AJ3,AJ4,AJ5,AJ6,,,avg-con,avg-si2
USP26,0,0,0,0,0,0.00840405,,,,
PIBF1,7.13446,7.47038,7.77068,6.50998,6.12121,6.90544,,,,
PIP,0,0,0,0,0,0,,,,
NAA40,5.44675,5.88945,5.0034,4.86809,4.72517,4.58589,,,,
FAM134A,14.7124,15.6553,15.2698,14.9393,14.6849,14.3092,,,,
OSGIN2,6.68336,6.30858,6.37621,4.36057,4.6529,5.02904,,,,
LOC100270804,0.319958,0.419303,0.388628,0.395685,0.2928,0.336328,,,,
ANAPC5,46.0805,47.4359,49.499,43.9945,43.0733,43.1079,,,,
SFSWAP,14.9605,14.9073,15.1048,15.8503,15.2526,14.7123,,,,
CDK11A,12.158,11.7484,12.021,8.87302,8.07709,7.66754,,,,
LOC101927835,0,0,0,0,0,0,,,,
BCDIN3D,1.08787,0.940779,1.10875,0.821153,0.92167,0.886233,,,,
OR2M1P,0,0,0,0,0,0,,,,
SUN3,4.76879,4.99879,4.66262,3.20372,3.15022,2.88614,,,,
FAM217A,0,0,0,0,0,0,,,,
KDM4C,1.81918,1.59164,1.63141,1.67254,1.80128,1.70541,,,,
LOC101927917,0,0,0,0,0,0,,,,
ITPR2,2.62034,2.37664,2.12598,1.7693,1.89755,2.09658,,,,
LINC00633,0,0,0,0,0,0,,,,
SNORA66,3.56878,6.82043,15.5605,3.76756,14.7491,4.6892,,,,
GSS,53.5876,56.5019,57.9868,47.0801,46.7027,43.7584,,,,
LRP4-AS1,0.0868898,0.0237226,0.108244,0.104834,0.0897746,0.163099,,,,
VILL,0.00641336,0.0183852,0.00699086,0.0203118,0.046384,0.00842685,,,,
CAPS2,0.933329,0.656798,0.747966,0.678955,0.663392,0.586829,,,,
FAM110D,0.0628181,0.0120054,0.0273899,0.0265269,0.0389423,0.016508,,,,
SPACA5,2.85E-06,0,0,0,0,0,,,,
KRT6B,0,0,0.00434611,0.00168367,0,0.00523885,,,,
LOC100506274,0,0,0,0,0,0,,,,
LOC100996609,0,0.0120145,0,0,0,0,,,,
CCDC28A,12.5285,12.5483,14.818,12.874,12.8383,12.4813,,,,
SEPHS1,16.842,17.32,17.699,18.7635,19.1343,18.7786,,,,
SHCBP1L,0,0,0,0,0,0,,,,
TAL1,0,0.00401071,0,0,0,0,,,,
DBX2,0,0,0,0,0,0,,,,
HEYL,0.160934,0.133549,0.189274,0.129659,0.12252,0.161377,,,,
DEFB103B,0.108493,0.0777543,0.0295655,0.057268,0.308261,0.24947,,,,
SPATA45,0.334245,0.266162,0.182171,0.235242,0.287785,0.365985,,,,
TMEM26,0,0,0,0,0,0,,,,
PYDC2,0,0,0,0,0,0,,,,
BEND2,0,0.0082483,0,0,0,0.0113058,,,,
C4orf51,0.0778022,0.0247818,0,0,0,0,,,,
NBPF10,3.27935,2.83884,2.38492,2.46346,2.43006,2.50212,,,,
WARS,114.87,118.136,127.596,127.291,125.297,122.294,,,,
GUF1,9.30716,9.54045,9.30842,8.45306,8.97225,9.34949,,,,
H2BFM,0.00658562,0.00629302,0.0143573,0.0173811,0.0102064,0.0043266,,,,
HSPA2,0.24542,0.228344,0.211199,0.190909,0.18684,0.152749,,,,
UNC45A,15.1793,15.623,16.1394,17.1088,16.1364,16.0241,,,,
NUDT19,7.32601,7.96628,7.82014,7.87333,7.62071,7.54643,,,,
PKN2-AS1,0.0446532,0.0379282,0.0432659,0.031427,0.0563882,0.045634,,,,
MIR4640,0,0,0,0,0,0,,,,
NDUFA11,118.46,121.927,137.56,121.445,119.45,115.617,,,,
MIR4740,0,0,0,0,0,0,,,,
LINC01364,0,0,0,0,0,0,,,,
DEFB108B,0,0,0,0,0,0,,,,
ZBTB42,0.829979,0.756214,0.883676,1.07998,0.88745,1.14128,,,,
PIN1P1,0.0733983,0.0601175,0.0685778,0.0221391,0.0325008,0.0275548,,,,
RAP1GAP,0.431435,0.3986,0.48384,0.402051,0.43757,0.635453,,,,
LOC101929655,0.171167,0.0545206,0.0414621,0.0200779,0.01965,0.0499789,,,,
NPTN-IT1,0.813873,0.744758,0.533799,0.546106,0.69837,0.589071,,,,
HAUS7,11.2434,12.2281,12.7002,13.088,12.8609,12.643,,,,
PTPN4,1.40542,1.39109,1.29305,1.0991,1.3159,1.41272,,,,
WDR34,48.345,50.9766,51.0748,43.4912,42.5111,40.1219,,,,
MIR3200,0,0,0,0,0,0,,,,
C5orf45,5.55024,6.43622,5.13503,4.61556,4.48294,4.0831,,,,
GGA1,12.5694,12.336,12.2498,13.2785,12.3499,11.406,,,,
CSF2RA,8.31769,8.77323,9.33375,9.50874,9.57929,9.89468,,,,
TRAIP,5.48207,5.96945,6.0452,6.31619,5.50413,5.56392,,,,
USP6NL,5.9769,6.35304,5.83192,5.81003,5.99792,6.81703,,,,
LRRC26,0.418679,0.752144,0.620675,0.42432,0.692127,0.638144,,,,
HEPN1,0.0135514,0,0,0,0,0,,,,
LINC01105,0,0,0,0.000749004,0,0,,,,
ZNF576,3.58897,3.53065,3.28445,3.74142,3.5282,3.35145,,,,
CCDC90B,15.7124,15.2732,17.2254,15.4352,16.2444,16.5607,,,,
LOC100653515,0.069703,0.05828,0.00949486,0.0551885,0.0872238,0.103035,,,,
TNF,0,0,0,0,0,0,,,,
FMN1,3.98153,3.68417,3.02918,3.33759,3.70375,3.7698,,,,
TDRD12,0.011735,0.0224272,0.0127917,0.0247773,0.0484984,0.0308384,,,,
LOC101928988,0,0,0,0,0,0,,,,
PNPT1,9.74478,9.52324,8.73305,7.03328,8.1234,7.89889,,,,
NAALADL2-AS3,0,0,0,0,0,0,,,,
MPV17L2,14.6774,15.3303,14.9649,12.2928,11.3179,11.2388,,,,
RPL3,873.578,904.986,978.638,830.471,809.107,790.209,,,,
CMC4,8.10466,7.70276,10.352,7.42269,7.57686,6.8125,,,,
HLA-DRB6,0,0,0,0,0,0,,,,
RPL17,520.243,548.68,628.455,582.196,577.569,584.471,,,,
CYTL1,0,0,0,0,0,0,,,,
LOC100996669,0,0,0,0,0,0,,,,
HOXA10-AS,0,0,0.0189057,0,0,0,,,,
TMEM19,4.55021,4.45816,4.4372,4.59958,5.2851,4.9481,,,,
MIR645,0,0,0,0,0,0,,,,
SRFBP1,7.86728,7.38542,7.57406,5.47499,6.37923,6.59929,,,,
TMEM95,0,0,0.0187485,0,0,0,,,,
DCBLD1,6.45599,7.24941,7.00677,7.80194,8.18588,7.96726,,,,
RBM33,9.18583,8.6433,7.73479,8.29734,7.79946,7.81514,,,,
PEG10,10.9053,11.5868,9.44985,6.19086,6.9362,7.01102,,,,
PACRG-AS1,0.00858216,0,0,0,0,0,,,,
CD58,32.3352,29.7051,32.4127,40.4959,40.2946,42.4515,,,,
APOO,22.4056,22.2219,24.8671,21.0626,21.0978,21.5276,,,,
LOC100287225,0,0,0,0,0,0,,,,
USP54,4.96446,4.84056,4.38144,2.99098,3.12761,3.37395,,,,
GLRA3,0.00966687,0,0.00526647,0,0,0,,,,
SURF4,119.743,119.577,122.498,128.82,128.489,125.933,,,,
PHEX,0.260882,0.294375,0.278324,0.331082,0.278146,0.2735,,,,
HLA-J,0,0,0,0,0,0,,,,
ZNF324,2.81247,2.60646,2.40963,2.70341,2.72211,2.46603,,,,
PLGRKT,13.2578,12.8689,15.5475,13.7752,13.936,14.3929,,,,
NPPA,0,0,0,0,0,0,,,,
TAAR5,0,0,0,0,0,0,,,,
FNDC5,0.0266136,0.031309,0.0384568,0.0186225,0.00911262,0.0347671,,,,
MIR3121,0,0,0,0,0,0,,,,
BBIP1,6.11766,5.7759,6.82617,6.39196,7.34445,7.41756,,,,
MIR7845,0,0,0,0,0,0,,,,
SNORA33,28.5502,20.4613,11.6704,22.6054,18.4363,37.5136,,,,
LOC102800315,0,0,0,0,0,0,,,,
SDCBP,121.928,113.428,129.718,126.65,136.105,141.196,,,,
PGA5,0.00457332,0.00874024,0,0,0,0,,,,
LOC101928880,0,0,0,0,0,0,,,,
MFI2-AS1,1.28988,1.50883,1.18785,0.962601,1.01102,1.02275,,,,
SLC26A3,0,0,0,0,0,0,,,,
MIR6841,0,0,0,0,0,0,,,,
MIR4508,0,0,0,0,0,0,,,,
OR8J3,0,0,0,0,0,0,,,,
ASB16,0.042822,0.0409193,0.0373423,0.00904145,0,0.0225064,,,,
CCDC33,0,0,0,0,0,0,,,,
LEF1,0.726544,0.872235,0.79085,0.451626,0.612762,0.535148,,,,
CALML3,0,0,0,0,0,0,,,,
MIR34C,0,0,0,0,0,0,,,,
PILRA,1.12111,0.951073,0.979755,0.704011,0.778529,0.711141,,,,
ACOT1,5.1085,4.99478,4.8902,5.66208,5.18626,5.37297,,,,
STK33,3.63917,4.03133,4.15638,3.50934,3.67713,3.73853,,,,
LINC00893,0.42159,0.519896,0.295125,0.461406,0.507519,0.462471,,,,
MIR5695,0,0,0,0,0,0,,,,
HEXA-AS1,0.0201051,0.0128078,0,0,0.00692419,0.0264171,,,,
MDK,57.7103,66.737,69.9171,53.6762,50.3762,50.375,,,,
PLEKHM1P,6.05485,6.4905,5.64676,6.40499,6.18347,5.76564,,,,
KCNQ5,4.5172,4.3987,3.90109,3.52777,4.06663,4.33595,,,,
ZNF326,7.29635,7.5961,6.41675,7.17792,7.76154,7.51568,,,,
DDT,56.9546,56.0893,62.5125,60.4513,57.3968,59.2807,,,,
LOC101927817,0,0,0,0,0,0,,,,
MYO15B,0.422749,0.489917,0.435324,0.37413,0.382884,0.397104,,,,
DUX4L,0,0,0,0,0,0,,,,
TMEM8A,12.9196,13.0562,13.1312,10.3928,9.96309,10.1615,,,,
RNFT2,0.455014,0.530102,0.465654,0.357024,0.325282,0.282775,,,,
DCTN3,58.1633,64.7609,66.6507,64.5929,63.3227,61.0475,,,,
DLL1,0.0959835,0.0611459,0.0581258,0.0394061,0.0550946,0.0560524,,,,
LOC285819,0,0,0,0,0,0,,,,
NBPF14,0.540067,0.539436,0.448413,0.376673,0.415529,0.40395,,,,
ARHGAP36,0,0,0,0,0,0,,,,
INPP5B,2.37659,2.31691,2.17652,2.19432,2.24819,2.14496,,,,
KANK3,0.0352735,0.0428989,0.0279634,0.10833,0.0364446,0.0337074,,,,
SSTR1,0.00405155,0,0,0,0,0.00532354,,,,
MIR597,0,0,0,0,0,0,,,,
RNU11,3.32638,12.7143,0,0,10.3104,8.7414,,,,
LINC00587,0,0,0,0,0,0,,,,
SLC26A8,0.0168263,0.0246752,0.0122274,0.00592078,0.0347706,0.022109,,,,
MIR3175,0,0,0,0,0,0,,,,
AMY1A,0.0340963,0.0320802,0.0400312,0.000242868,0.0232842,0.0192539,,,,
LATS2,7.43432,7.14254,6.88667,6.81376,6.96655,7.30079,,,,
CFH,5.09935,4.7311,5.05524,4.46367,4.33169,4.5176,,,,
ATAD3B,9.39192,9.98444,9.40306,9.61295,8.1703,8.25307,,,,
RFK,5.99644,6.41938,7.07027,13.9186,14.9588,16.7147,,,,
FAM19A2,0.0336911,0.044267,0.045906,0.0355677,0.0261072,0.0664027,,,,
FAM86B3P,1.38311,1.62667,1.26018,1.0857,0.985398,0.783186,,,,
HS1BP3-IT1,0.168402,0.0402299,0,0.0444456,0.347986,0.165954,,,,
MMAB,7.61599,7.47699,7.95467,7.36767,7.2244,7.10927,,,,
LOC100272216,0.0183721,0.0183937,0.0032639,0.00395134,0.00464054,0.00168615,,,,
ZNF727P,0.483351,0.633736,0.46561,0.462807,0.627152,0.526788,,,,
NOBOX,0,0,0,0,0,0,,,,
TBC1D1,11.8128,11.7709,12.3095,10.4294,10.1787,10.2383,,,,
SLC25A46,19.1779,18.2885,18.4024,18.7953,21.2386,22.5313,,,,
ACBD6,34.4901,36.268,37.4422,33.5846,34.3612,33.4834,,,,
ESRP2,1.83947,1.92771,1.83013,1.21371,1.23266,1.17998,,,,
ZSWIM6,13.1254,13.1602,12.1617,12.6641,13.7807,13.7362,,,,
ARTN,4.10118,4.15055,3.75471,3.62391,3.93056,3.1095,,,,
DEDD,16.1007,16.1269,16.4842,16.7444,15.7992,14.9284,,,,
CDIPT-AS1,0.1149,0.146391,0.125245,0.242592,0.0395704,0.100647,,,,
CREBL2,11.0631,10.5497,10.6238,16.7609,18.0867,18.2263,,,,
USP21,10.1588,10.0592,9.61008,11.9228,11.8511,11.0973,,,,
THRAP3,32.6915,32.8861,31.4229,33.2905,33.9773,33.9657,,,,
MIR29C,128.938,41.0697,0,90.7467,0,112.946,,,,
LINC01239,0,0,0,0,0,0,,,,
YY2,0.669302,0.836114,0.758041,1.08573,1.17728,1.39851,,,,
DLX3,0.0345437,0.0528143,0.0602468,0.0729358,0.0713813,0.0635444,,,,
IRF2BP2,28.5012,28.5666,29.7932,29.6133,29.6604,30.5455,,,,
C5orf28,4.79744,4.45118,4.74568,4.45937,4.54171,4.9203,,,,
FAM111B,4.54918,5.35067,3.86041,4.2225,5.14044,4.64514,,,,
THRIL,0,0.0178255,0,0.0196934,0,0.0122554,,,,
LNX1,1.35138,1.29147,1.15902,1.08828,1.07179,1.3048,,,,
TYSND1,6.29568,6.47211,6.52993,6.99604,6.48608,6.33859,,,,
MIR1-1,0,0,0,0,0,0,,,,
TRIM45,1.40013,1.47215,1.37118,1.50401,1.31573,1.36931,,,,
EMC2,56.5235,56.4811,59.9338,46.5245,49.7694,48.2265,,,,
FANCC,4.89747,4.80729,4.27996,3.99714,4.2167,4.15274,,,,
FLJ42351,0.808396,0.669481,0.939934,1.081,0.9466,0.637316,,,,
TIMM8A,10.9047,13.2798,12.4556,11.5111,12.3252,10.7218,,,,
LINC00909,1.27125,1.26316,1.17777,1.14423,1.36055,1.17125,,,,
GNA15,23.3014,24.7662,26.3588,30.8768,31.0952,31.9503,,,,
MESTIT1,0.00545189,0,0,0,0,0,,,,
AKT1S1,36.4404,36.0375,36.8574,31.6552,30.289,27.3944,,,,
LOC101927599,2.78074,2.85097,3.01882,3.15424,3.10393,3.47553,,,,
MON2,5.09423,4.97133,4.52497,4.1609,4.82101,4.96976,,,,
CTIF,6.9503,6.87762,6.45695,6.89368,6.10571,5.82606,,,,
RPS10-NUDT3,1.1948,1.64807,0.47448,3.20E-05,1.34744,1.69147,,,,
MBD3L4,0,0,0,0,0,0,,,,
EVL,4.35164,4.22599,4.41255,5.01071,4.48567,3.9892,,,,
HIPK1-AS1,0.203487,0.072251,0.0826791,0.160316,0.158446,0.130819,,,,
RNF151,0,0,0,0,0.0580483,0,,,,
CA2,0.226817,0.292599,0.210155,0.251424,0.187478,0.134112,,,,
PPP1R11,0,0,0,0,0,0,,,,
TIE1,0.183749,0.175916,0.162448,0.113551,0.11775,0.0979089,,,,
MSMO1,98.4567,95.2102,102.353,70.2807,75.7564,76.0977,,,,
HOXA10-HOXA9,0,0,0,0,0,0,,,,
SLC7A8,0.0123274,0.0224687,0.0192343,0.00867137,0.00607643,0.0107926,,,,
WDR74,23.015,24.4663,28.6402,29.1383,26.1297,27.0638,,,,
MEPE,0.00919196,0.0263613,0,0.00970397,0.019,0.0241629,,,,
MIR6068,0,0,0,0,0,0,,,,
UBXN8,4.31005,4.14415,4.47997,4.74737,4.99691,5.51131,,,,
MIR609,0,0,0,0,0,0,,,,
CAMK2N2,5.74024,5.97887,5.85041,6.59023,5.99013,5.97736,,,,
PRODH,0.0300733,0.00885254,0.0302958,0.117366,0.0479846,0,,,,
PDE4A,9.61808,9.30861,8.70087,7.38194,6.70491,6.71857,,,,
FBXL19,5.43603,5.3339,5.62783,6.63212,5.78784,6.10566,,,,
PRPSAP2,16.1488,16.7793,17.4505,15.1647,16.2858,15.6903,,,,
MIR557,0,0,0,0,0,0,,,,
ZNF738,0.438445,0.440328,0.368192,0.434673,0.52091,0.456855,,,,
FPR2,0.27173,0.201587,0.285449,0.329398,0.290606,0.265137,,,,
LOC100507346,0,0,0,0.00998174,0,0,,,,
HRH2,0,0,0,0,0,0,,,,
ERCC-00157,0,0,0,0,0,0,,,,
POLR2C,29.311,30.8303,31.7357,32.0375,32.4786,30.6853,,,,
SLC22A14,0.0934824,0.151859,0.1019,0.0888206,0.0193172,0.085982,,,,
ACTR10,35.7556,35.9434,38.408,36.2498,37.0077,37.3562,,,,
GATS,2.00185,1.88201,1.86373,2.01452,1.70154,1.77481,,,,
CDK20,0.820731,0.909582,0.730781,0.823484,0.812193,0.910411,,,,
CXCL9,0,0,0.00771445,0,0,0.00929908,,,,
MIR4776-2,0,0,0,0,0,0,,,,
REPS2,4.05238,3.95671,3.9132,3.22371,3.10845,3.27509,,,,
TPT1,181.003,178.207,204.215,203.541,205.826,208.495,,,,
EDARADD,7.6604,8.60529,9.0393,10.255,10.1264,9.95521,,,,
C12orf45,24.2801,25.6395,25.293,20.5397,18.619,19.5399,,,,
PMP22,47.7229,51.0249,53.2583,52.1394,55.9785,56.0966,,,,
WDR86-AS1,0,0,0,0,0,0,,,,
LINC00954,0.0235705,0.00563081,0.00642323,0.00622085,0.00608826,0,,,,
METTL23,33.8706,35.9038,37.6274,37.2149,33.0762,37.1032,,,,
LOC285629,0,0,0,0,0,0,,,,
LOC54944,0.201402,0.169812,0.159272,0.258479,0.322333,0.243877,,,,
SNAR-A1,0,0,0,0,0,0,,,,
MIR3177,0,0,0,0,0,0,,,,
RINL,0.0583131,0.0947351,0.0695411,0.0677186,0.0481971,0.0689571,,,,
ZNF585A,8.86681,8.9709,8.38411,9.07941,7.97101,8.66718,,,,
SGK223,18.2133,18.7407,15.8675,15.6543,15.8745,14.3656,,,,
HSP90AB4P,0.0226045,0.0351003,0.0338799,0.0328125,0.00875812,0.0334139,,,,
ADSS,44.8907,45.1558,46.2923,42.2084,44.1305,45.4498,,,,
ACTRT1,0,0,0,0,0,0,,,,
SCD,341.25,351.9,342.37,328.106,344.43,336.206,,,,
ZFP30,2.24303,2.22355,1.86754,1.7016,2.21333,2.10798,,,,
ARHGEF28,16.41,15.0391,15.6748,17.0696,16.4626,16.669,,,,
LOC644145,0,0,0,0,0,0,,,,
PTPRJ,32.2775,33.4916,30.2392,34.9806,36.9845,37.3655,,,,
ATP7B,1.18119,1.23948,1.14262,0.982682,1.09359,1.0359,,,,
ITPR1-AS1,0.0270143,0.141977,0.191405,0.0855572,0.0976893,0.0887388,,,,
MIR2392,0,0,0,0,0,0,,,,
FAM228B,5.52456,5.12885,7.06216,5.38826,4.93347,5.50719,,,,
SNAP25-AS1,0,0.00574539,0,0.00634744,0.00621215,0,,,,
CLCN2,1.93442,2.24061,2.22004,2.23291,2.13561,2.13757,,,,
LOC541473,5.05E-06,1.04E-07,0,0,0,0,,,,
MIR204,0,0,0,0,0,0,,,,
CCDC59,25.7358,26.3222,28.1886,27.0658,27.4512,28.1227,,,,
PBDC1,42.1358,44.2165,48.9421,43.8464,43.8635,42.6676,,,,
UBOX5,1.63189,1.7385,1.63579,2.30614,2.02054,2.03271,,,,
TMEM170A,8.14608,7.76547,8.30466,7.21808,8.29543,7.95708,,,,
HLA-DMB,0,0,0,0,0,0,,,,
CYP4Z2P,0,0,0,0,0,0,,,,
RILP,6.6645,6.89743,7.7884,7.32245,6.91815,6.80783,,,,
CCL23,0,0,0,0,0,0,,,,
MIR7156,0,0,0,0,0,0,,,,
LRP6,7.61485,6.79302,6.44502,7.20239,7.77506,8.60654,,,,
DCAKD,7.56719,7.63028,6.97618,7.81521,7.16749,6.92377,,,,
ST8SIA6-AS1,0,0,0,0,0,0,,,,
GABRA2,0,0,0,0,0,0,,,,
LINC01136,0,0.013467,0.00768065,0,0,0,,,,
FGD5P1,0.0104394,0,0,0,0,0,,,,
PCSK1N,8.25359,9.30056,9.1241,11.015,9.25166,9.41249,,,,
GULP1,5.25728,4.51841,5.28342,4.09669,4.92841,5.63529,,,,
RNF169,7.55199,7.07942,6.87501,7.63319,7.51988,7.85044,,,,
KCND1,2.4015,2.53655,2.19411,2.2411,1.90544,1.67649,,,,
DLG3,8.53187,8.60917,8.58725,11.4861,10.6123,10.623,,,,
FANCA,9.8234,10.1727,8.04084,5.86253,5.83901,5.39957,,,,
RCOR3,12.5384,11.5663,11.4114,10.7067,11.0874,10.9394,,,,
C1orf140,0.0347535,0.0295195,0.0336737,0.040766,0.0398971,0.0507383,,,,
CCDC97,7.1126,7.26864,6.87875,7.55926,7.31582,6.8609,,,,
ASUN,13.1165,13.3103,14.037,9.94215,10.2056,10.1915,,,,
DDC,0,0,0.0122739,0,0,0.0147951,,,,
GNL3,81.7436,83.8172,88.3563,75.4218,76.1442,76.011,,,,
SLAIN1,3.72776,3.36718,3.55929,2.41413,2.6587,2.63918,,,,
RASAL2-AS1,0.186351,0.237429,0.169276,0.278703,0.160448,0.183642,,,,
BMS1P20,3.59392,3.28232,3.92003,3.50846,2.8714,3.45179,,,,
ATP8A2,0.141365,0.164736,0.195436,0.138319,0.128246,0.142708,,,,
PHYHIP,0.313546,0.299615,0.275822,0.464577,0.426258,0.368617,,,,
ZXDA,1.39902,1.45077,1.36799,1.3109,1.30349,1.20737,,,,
S1PR3,0.383808,0.361049,0.340799,0.550978,0.621322,0.681205,,,,
C5orf64,0,0,0,0,0,0,,,,
OR5T1,0,0,0,0,0,0,,,,
PEX3,5.39292,5.31974,5.43202,4.8761,5.51199,5.2891,,,,
GATC,9.15052,8.78138,8.54995,13.5604,14.461,14.538,,,,
RAD52,4.00577,3.87267,3.66433,2.42259,2.8493,2.47741,,,,
AP3S1,67.6045,67.2774,71.8056,71.085,76.6852,79.613,,,,
ANKRD20A8P,0.051683,0.0552461,0.0320312,0.0242123,0.0311836,0.0247988,,,,
MNT,5.51551,5.67299,4.87978,4.81271,4.46854,4.2873,,,,
MIR326,0,0,0,0,0,0,,,,
MYT1,0,0,0,0,0.00320869,0,,,,
ZNF215,2.23433,2.16255,1.93901,1.86779,2.21934,2.2869,,,,
SHISA2,2.55415,2.32866,2.30667,4.01207,4.29627,4.43418,,,,
RBM39,111.499,105.87,107.044,113.014,112.091,113.439,,,,
CTSB,105.21,106.648,112.851,136.532,130.775,136.096,,,,
LAMTOR5,93.8808,93.7178,105.823,103.688,104.759,107.177,,,,
BMP15,0,0.0149868,0.0170959,0,0,0,,,,
ODAM,0,0,0,0,0,0,,,,
PAK2,30.8309,30.5419,28.5426,27.0166,29.621,29.5236,,,,
HPS6,8.05507,8.6465,8.44382,9.11319,9.1825,9.7549,,,,
THAP9,1.12729,1.01942,0.946314,0.724992,0.901427,0.942068,,,,
MAST1,1.61045,1.46513,1.47627,1.2853,0.993274,0.972738,,,,
SNORD108,0,0,0,0,0,0,,,,
LINC00358,0,0,0,0,0,0,,,,
A2ML1,0,0,0,0,0,0,,,,
CUL1,29.6977,29.0471,29.1755,31.8116,33.1325,32.9958,,,,
LOC389765,2.54873,2.47272,2.05423,1.80626,1.88305,1.94092,,,,
TMEM63A,10.7517,10.4081,9.2094,13.3336,11.9663,11.7821,,,,
CCDC157,0.485269,0.576807,0.4064,0.574775,0.50138,0.404344,,,,
STAG3L1,2.05371,1.98627,1.63106,1.78859,1.85197,1.39647,,,,
NAGPA,3.42995,3.76721,3.6397,4.1707,4.07327,3.79005,,,,
OR2T1,0,0,0,0,0,0,,,,
FAM95C,1.39793,1.21477,0.989802,0.553867,0.403072,0.397706,,,,
EVX1-AS,0,0,0,0,0,0,,,,
SBDS,100.515,99.6849,101.186,83.8163,87.0069,85.7979,,,,
MRPS2,49.7995,49.2554,54.6208,50.0173,46.6585,43.8361,,,,
CKMT2,0.012999,0,0.0141695,0,0,0,,,,
MIR141,0,0,0,0,0,0,,,,
ANAPC11,98.5069,103.58,117.1,99.1789,94.6235,92.4817,,,,
HEXIM2,3.49195,3.6747,3.69396,3.60868,2.98374,3.32987,,,,
GABRP,0.00567741,0,0.00618864,0,0,0,,,,
CA6,0,0,0,0,0.0412425,0,,,,
MUT,17.2212,17.221,17.5756,16.5518,17.6349,17.5987,,,,
SDCCAG3,28.2373,27.9988,30.197,25.5759,23.9973,23.9134,,,,
FOXF1,0,0,0,0,0,0.00461598,,,,
SOHLH2,0.0860648,0.0735769,2.82E-05,0.000261691,0.000222989,0.184914,,,,
LYPLA2,40.9338,44.259,45.9625,46.7518,44.7057,44.3184,,,,
ATF5,7.25431,8.43312,7.47753,7.38552,7.1456,7.33717,,,,
CDC42EP3,43.3246,43.7858,44.5774,45.1085,45.9184,46.3979,,,,
EPPK1,0.170171,0.220082,0.164284,0.175355,0.170338,0.14643,,,,
S100G,0.269021,0.0642671,0.513179,0.284006,0.347441,0.176741,,,,
COMMD3,43.2205,44.2851,50.8925,53.706,50.7753,55.41,,,,
DIAPH3-AS1,0,0,0,0,0.128332,0,,,,
NEK11,1.66066,1.55,1.53264,1.92057,1.99008,2.08443,,,,
MIR4442,0,0,0,0,0,0,,,,
IL13RA1,28.3107,27.9081,28.4782,29.4417,30.9044,30.9838,,,,
TTC16,0,0,0,0,0.00638619,0,,,,
MIR4308,0,0,0,0,0,0,,,,
FCRL4,0,0,0,0,0,0,,,,
GALK1,12.6749,13.3586,14.629,11.0802,11.4958,10.6067,,,,
ZNF581,15.3771,16.0283,19.2928,16.0451,14.5119,13.6121,,,,
FAM193B,15.7988,15.7103,15.2569,17.5192,14.4923,14.0558,,,,
ATP5G1,126.181,129.958,136.85,116.826,117.642,113.847,,,,
LILRP2,0,0,0,0,0,0,,,,
INSIG2,14.8403,14.2674,14.1346,18.8429,20.1897,21.6589,,,,
SCARNA4,0,0,0,4.36139,0,0,,,,
ZNF280D,3.00946,2.99041,2.88175,3.36394,3.70183,3.74191,,,,
CDC16,34.9503,36.249,38.485,32.4537,31.5571,32.3256,,,,
DHCR24,47.9237,49.7211,44.8966,43.2508,44.7075,44.7326,,,,
NPPA-AS1,1.63916,1.41305,1.4339,1.18581,1.04412,0.902421,,,,
MRGPRX3,0.0462188,0.00368044,0.0503806,0.0609916,0.159178,0.0151823,,,,
INHBB,3.58434,3.69423,3.79873,6.34941,6.28255,5.9941,,,,
SIGLEC12,0,0.00951868,0,0,0,0,,,,
GFAP,0.914566,1.05486,0.960862,1.20369,1.17885,1.25765,,,,
AKR1E2,1.4241,1.39825,1.54148,1.4549,1.36407,1.61439,,,,
ST14,1.18227,1.44158,1.25958,1.03917,0.994909,1.0122,,,,
FETUB,0,0,0,0,0,0,,,,
GDF10,0,0,0,0,0,0,,,,
CCT3,120.351,124.262,132.313,149.517,156.653,153.495,,,,
AP1G1,12.889,13.0172,12.3036,13.2619,13.8234,13.7769,,,,
FAM179B,3.14481,3.02866,2.78542,2.47624,2.94328,2.86403,,,,
NTN3,0,0,0,0.0196381,0,0,,,,
MIR3591,0,0,0,0,0,0,,,,
PRAMEF19,0,0,0,0,0,0,,,,
TYW3,8.91275,8.58097,8.90917,8.35781,9.41687,9.40335,,,,
TRIM27,0,0,0,0,0,0,,,,
SNORD29,0,0,0,0,0,0,,,,
FAM13C,0.184967,0.143625,0.125791,0.103325,0.103363,0.098342,,,,
TAF5L,10.0095,10.483,10.0639,10.4315,11.0499,10.5149,,,,
SPATA19,0,0,0,0,0,0,,,,
COL28A1,0.0150059,0.00477972,0.0218095,0.00528059,0.00516804,0,,,,
FAM71E1,0.292565,0.264035,0.265758,0.102954,0.201519,0.213565,,,,
TSEN2,5.63308,6.13009,6.17595,4.32229,4.80837,4.6891,,,,
MPC1L,0,0,0.0491424,0,0,0,,,,
MRE11A,9.59358,9.51395,9.51394,7.80801,8.29607,8.37251,,,,
PCNXL2,2.17283,2.03802,1.66176,1.84725,1.87771,2.11823,,,,
TOR3A,11.1116,11.5178,11.0667,12.6062,13.1588,11.8356,,,,
KLHDC8B,5.55579,5.13553,5.81261,5.77684,6.06716,5.60037,,,,
TYMP,8.0466,7.73396,10.769,11.7215,10.2291,10.5591,,,,
TICAM1,7.98704,8.15397,8.20423,9.15427,7.93273,8.11732,,,,
